RevenueTransactionID,FinancialYear,TransactionDate,RegionCode,RevenueCentre,RevenueStream,CustomerCategory,ReceiptReference,BudgetedRevenue,ActualRevenue,Variance,CollectionChannel,ReconciliationStatus,BankingDate,DaysToBank,ResponsibleRole,ExceptionFlag,Month,FYMonthNumber
REV-000420,FY2024/2025,2025-03-29,RG-01,CC-004,Training Fees,International Organisation,RCP-335630,461000,434000,-27000,Bank Transfer,Pending,2025-04-06,8,Revenue Manager,Yes,March,9
REV-000421,FY2024/2025,2024-09-19,RG-02,CC-022,Inspection Fees,NGO,RCP-843261,333000,308000,-25000,Online Portal,Reconciled,2024-09-26,7,Revenue Manager,Yes,September,3
REV-000422,FY2024/2025,2024-10-11,RG-03,CC-027,Certification Fees,NGO,RCP-232975,489000,426000,-63000,Cheque,Reconciled,2024-10-20,9,Revenue Manager,Yes,October,4
REV-000423,FY2024/2025,2024-09-08,RG-07,CC-030,Training Fees,International Organisation,RCP-354199,772000,710000,-62000,Bank Transfer,Reconciled,2024-09-17,9,Revenue Manager,Yes,September,3
REV-000424,FY2024/2025,2024-08-11,RG-08,CC-021,Facility Hire,International Organisation,RCP-890844,350000,392000,42000,Cheque,Reconciled,2024-08-17,6,Revenue Manager,Yes,August,2
REV-000425,FY2024/2025,2025-02-16,RG-02,CC-028,Certification Fees,Government Agency,RCP-650098,478000,575000,97000,Cheque,Reconciled,2025-02-28,12,Revenue Manager,Yes,February,8
REV-000426,FY2024/2025,2024-07-27,RG-01,CC-002,Facility Hire,NGO,RCP-416112,161000,136000,-25000,Bank Transfer,Reconciled,2024-08-05,9,Revenue Manager,Yes,July,1
REV-000427,FY2024/2025,2024-08-02,RG-01,CC-011,Inspection Fees,Individual,RCP-722650,509000,383000,-126000,Cash,Unreconciled,2024-08-12,10,Revenue Manager,Yes,August,2
REV-000428,FY2024/2025,2024-09-15,RG-01,CC-004,Inspection Fees,Individual,RCP-956658,170000,144000,-26000,Cheque,Reconciled,2024-09-22,7,Revenue Manager,Yes,September,3
REV-000429,FY2024/2025,2025-05-19,RG-01,CC-007,Training Fees,NGO,RCP-443605,392000,290000,-102000,Online Portal,Reconciled,2025-05-30,11,Revenue Manager,Yes,May,11
REV-000430,FY2024/2025,2024-10-01,RG-01,CC-014,Consultancy Income,NGO,RCP-354162,588000,426000,-162000,MPESA,Reconciled,2024-10-12,11,Revenue Manager,Yes,October,4
REV-000431,FY2024/2025,2024-07-03,RG-01,CC-006,Training Fees,Government Agency,RCP-940600,650000,502000,-148000,Bank Transfer,Reconciled,2024-07-12,9,Revenue Manager,Yes,July,1
REV-000432,FY2024/2025,2024-12-20,RG-01,CC-007,Inspection Fees,Private Company,RCP-339156,123000,125000,2000,Cheque,Reconciled,2024-12-20,0,Revenue Manager,No,December,6
REV-000433,FY2024/2025,2024-07-27,RG-04,CC-025,Publication Sales,Private Company,RCP-292135,437000,444000,7000,Cash,Reconciled,2024-07-30,3,Revenue Manager,No,July,1
REV-000434,FY2024/2025,2024-07-14,RG-02,CC-028,Inspection Fees,International Organisation,RCP-577725,153000,118000,-35000,Bank Transfer,Unreconciled,2024-07-19,5,Revenue Manager,No,July,1
REV-000435,FY2024/2025,2025-01-06,RG-05,CC-024,Facility Hire,Private Company,RCP-119242,408000,376000,-32000,Cash,Reconciled,2025-01-17,11,Revenue Manager,Yes,January,7
REV-000436,FY2024/2025,2025-05-13,RG-07,CC-020,Consultancy Income,Government Agency,RCP-243106,105000,92000,-13000,Cheque,Reconciled,2025-05-18,5,Revenue Manager,No,May,11
REV-000437,FY2024/2025,2024-09-13,RG-01,CC-009,Licensing Fees,Private Company,RCP-754354,754000,687000,-67000,Online Portal,Reconciled,2024-09-19,6,Revenue Manager,Yes,September,3
REV-000438,FY2024/2025,2024-07-09,RG-07,CC-030,Publication Sales,Government Agency,RCP-590164,174000,142000,-32000,Bank Transfer,Reconciled,2024-07-20,11,Revenue Manager,Yes,July,1
REV-000439,FY2024/2025,2024-12-03,RG-03,CC-027,Service Fees,NGO,RCP-194700,637000,539000,-98000,Online Portal,Reconciled,2024-12-09,6,Revenue Manager,Yes,December,6
REV-000440,FY2024/2025,2024-11-16,RG-04,CC-017,Training Fees,Government Agency,RCP-733549,521000,396000,-125000,Cash,Reconciled,2024-11-21,5,Revenue Manager,No,November,5
REV-000441,FY2024/2025,2025-01-19,RG-02,CC-022,Training Fees,Individual,RCP-981203,305000,244000,-61000,Bank Transfer,Reconciled,2025-02-01,13,Revenue Manager,Yes,January,7
REV-000442,FY2024/2025,2025-04-30,RG-05,CC-024,Service Fees,International Organisation,RCP-820603,650000,435000,-215000,Cheque,Reconciled,2025-04-30,0,Revenue Manager,No,April,10
REV-000443,FY2024/2025,2025-01-01,RG-01,CC-006,Consultancy Income,NGO,RCP-474293,512000,491000,-21000,Online Portal,Reconciled,2025-01-06,5,Revenue Manager,No,January,7
REV-000444,FY2024/2025,2025-04-13,RG-01,CC-012,Consultancy Income,International Organisation,RCP-170950,684000,755000,71000,Cheque,Reconciled,2025-04-13,0,Revenue Manager,No,April,10
REV-000445,FY2024/2025,2024-11-26,RG-01,CC-003,Certification Fees,NGO,RCP-553013,783000,559000,-224000,Cash,Reconciled,2024-12-04,8,Revenue Manager,Yes,November,5
REV-000446,FY2024/2025,2024-10-22,RG-01,CC-006,Publication Sales,Individual,RCP-106988,230000,214000,-16000,Bank Transfer,Pending,2024-10-28,6,Revenue Manager,Yes,October,4
REV-000447,FY2024/2025,2025-03-17,RG-01,CC-031,Certification Fees,NGO,RCP-316958,782000,837000,55000,Cheque,Reconciled,2025-03-26,9,Revenue Manager,Yes,March,9
REV-000448,FY2024/2025,2024-10-06,RG-02,CC-022,Licensing Fees,Government Agency,RCP-274864,193000,128000,-65000,Online Portal,Reconciled,2024-10-11,5,Revenue Manager,No,October,4
REV-000449,FY2024/2025,2025-03-20,RG-03,CC-016,Consultancy Income,Government Agency,RCP-180673,288000,204000,-84000,Bank Transfer,Reconciled,2025-03-25,5,Revenue Manager,No,March,9
REV-000450,FY2024/2025,2025-04-29,RG-01,CC-023,Inspection Fees,Individual,RCP-487675,215000,221000,6000,Cheque,Reconciled,2025-05-04,5,Revenue Manager,No,April,10
REV-000451,FY2024/2025,2024-07-10,RG-01,CC-006,Consultancy Income,International Organisation,RCP-918442,596000,418000,-178000,Bank Transfer,Reconciled,2024-07-16,6,Revenue Manager,Yes,July,1
REV-000452,FY2024/2025,2024-11-05,RG-01,CC-011,Certification Fees,Private Company,RCP-125524,554000,462000,-92000,Online Portal,Reconciled,2024-11-14,9,Revenue Manager,Yes,November,5
REV-000453,FY2024/2025,2025-03-30,RG-05,CC-024,Licensing Fees,NGO,RCP-455511,566000,300000,-266000,Online Portal,Unreconciled,2025-03-31,1,Revenue Manager,No,March,9
REV-000454,FY2024/2025,2024-08-08,RG-01,CC-006,Consultancy Income,Private Company,RCP-264446,785000,564000,-221000,MPESA,Reconciled,2024-08-09,1,Revenue Manager,No,August,2
REV-000455,FY2024/2025,2025-06-23,RG-08,CC-021,Facility Hire,International Organisation,RCP-226934,187000,159000,-28000,Bank Transfer,Reconciled,2025-07-03,10,Revenue Manager,Yes,June,12
REV-000456,FY2024/2025,2024-08-17,RG-07,CC-020,Inspection Fees,NGO,RCP-100349,382000,409000,27000,MPESA,Reconciled,2024-08-24,7,Revenue Manager,Yes,August,2
REV-000457,FY2024/2025,2024-10-08,RG-01,CC-010,Inspection Fees,Government Agency,RCP-715757,339000,211000,-128000,Online Portal,Reconciled,2024-10-16,8,Revenue Manager,Yes,October,4
REV-000458,FY2024/2025,2025-01-01,RG-04,CC-025,Inspection Fees,Private Company,RCP-615252,159000,121000,-38000,Online Portal,Reconciled,2025-01-03,2,Revenue Manager,No,January,7
REV-000459,FY2024/2025,2024-07-05,RG-01,CC-014,Training Fees,NGO,RCP-877599,563000,501000,-62000,Online Portal,Reconciled,2024-07-06,1,Revenue Manager,No,July,1
REV-000460,FY2024/2025,2024-10-11,RG-02,CC-022,Licensing Fees,International Organisation,RCP-991510,173000,142000,-31000,Cheque,Reconciled,2024-10-18,7,Revenue Manager,Yes,October,4
REV-000461,FY2024/2025,2024-09-16,RG-01,CC-014,Certification Fees,NGO,RCP-479103,220000,175000,-45000,Online Portal,Reconciled,2024-09-27,11,Revenue Manager,Yes,September,3
REV-000462,FY2024/2025,2025-02-19,RG-04,CC-017,Certification Fees,Government Agency,RCP-215396,324000,289000,-35000,Cash,Reconciled,2025-02-22,3,Revenue Manager,No,February,8
REV-000463,FY2024/2025,2024-11-09,RG-01,CC-031,Inspection Fees,Private Company,RCP-292271,581000,703000,122000,MPESA,Reconciled,2024-11-12,3,Revenue Manager,No,November,5
REV-000464,FY2024/2025,2025-06-19,RG-02,CC-015,Inspection Fees,Individual,RCP-217242,647000,603000,-44000,Cash,Pending,2025-07-03,14,Revenue Manager,Yes,June,12
REV-000465,FY2024/2025,2025-02-01,RG-01,CC-013,Inspection Fees,Government Agency,RCP-135994,402000,399000,-3000,Online Portal,Reconciled,2025-02-12,11,Revenue Manager,Yes,February,8
REV-000466,FY2024/2025,2024-12-05,RG-03,CC-016,Licensing Fees,NGO,RCP-360334,312000,231000,-81000,Bank Transfer,Reconciled,2024-12-10,5,Revenue Manager,No,December,6
REV-000467,FY2024/2025,2025-06-09,RG-06,CC-019,Facility Hire,Government Agency,RCP-161049,788000,609000,-179000,MPESA,Reconciled,2025-06-14,5,Revenue Manager,No,June,12
REV-000468,FY2024/2025,2024-08-19,RG-02,CC-028,Consultancy Income,Private Company,RCP-608993,471000,362000,-109000,Cash,Unreconciled,2024-08-30,11,Revenue Manager,Yes,August,2
REV-000469,FY2024/2025,2024-12-06,RG-02,CC-015,Consultancy Income,Private Company,RCP-377859,315000,267000,-48000,Cheque,Reconciled,2024-12-16,10,Revenue Manager,Yes,December,6
REV-000470,FY2024/2025,2025-06-07,RG-03,CC-016,Publication Sales,International Organisation,RCP-698640,235000,255000,20000,Cheque,Reconciled,2025-06-10,3,Revenue Manager,No,June,12
REV-000471,FY2024/2025,2025-04-19,RG-01,CC-010,Inspection Fees,NGO,RCP-353625,765000,564000,-201000,Bank Transfer,Reconciled,2025-05-03,14,Revenue Manager,Yes,April,10
REV-000472,FY2024/2025,2025-03-01,RG-01,CC-009,Inspection Fees,NGO,RCP-690684,528000,298000,-230000,Bank Transfer,Reconciled,2025-03-02,1,Revenue Manager,No,February,8
REV-000473,FY2024/2025,2025-05-04,RG-01,CC-008,Training Fees,NGO,RCP-305480,749000,507000,-242000,Cash,Reconciled,2025-05-17,13,Revenue Manager,Yes,May,11
REV-000474,FY2024/2025,2024-08-13,RG-02,CC-015,Licensing Fees,International Organisation,RCP-741164,760000,777000,17000,Cash,Reconciled,2024-08-25,12,Revenue Manager,Yes,August,2
REV-000475,FY2024/2025,2025-02-01,RG-04,CC-026,Inspection Fees,NGO,RCP-498222,120000,110000,-10000,MPESA,Reconciled,2025-02-02,1,Revenue Manager,No,February,8
REV-000476,FY2024/2025,2024-08-02,RG-01,CC-023,Consultancy Income,NGO,RCP-144976,775000,736000,-39000,Cash,Reconciled,2024-08-10,8,Revenue Manager,Yes,August,2
REV-000477,FY2024/2025,2025-03-21,RG-01,CC-012,Inspection Fees,Private Company,RCP-742488,776000,536000,-240000,Online Portal,Reconciled,2025-03-22,1,Revenue Manager,No,March,9
REV-000478,FY2024/2025,2024-07-08,RG-02,CC-022,Licensing Fees,NGO,RCP-500745,215000,212000,-3000,Online Portal,Reconciled,2024-07-12,4,Revenue Manager,No,July,1
REV-000479,FY2024/2025,2024-11-14,RG-02,CC-015,Certification Fees,Individual,RCP-183623,567000,526000,-41000,Online Portal,Reconciled,2024-11-28,14,Revenue Manager,Yes,November,5
REV-000480,FY2024/2025,2025-01-18,RG-01,CC-009,Training Fees,Government Agency,RCP-615302,191000,140000,-51000,Cash,Reconciled,2025-01-18,0,Revenue Manager,No,January,7
REV-000481,FY2024/2025,2025-05-22,RG-01,CC-011,Service Fees,NGO,RCP-318276,152000,128000,-24000,Cheque,Pending,2025-05-28,6,Revenue Manager,Yes,May,11
REV-000482,FY2024/2025,2024-07-25,RG-01,CC-009,Inspection Fees,Government Agency,RCP-479163,568000,521000,-47000,MPESA,Reconciled,2024-07-28,3,Revenue Manager,No,July,1
REV-000483,FY2024/2025,2024-07-23,RG-01,CC-011,Facility Hire,Private Company,RCP-497234,318000,224000,-94000,Cheque,Reconciled,2024-08-01,9,Revenue Manager,Yes,July,1
REV-000484,FY2024/2025,2024-12-14,RG-01,CC-031,Licensing Fees,Private Company,RCP-325096,443000,430000,-13000,Bank Transfer,Reconciled,2024-12-20,6,Revenue Manager,Yes,December,6
REV-000485,FY2024/2025,2025-03-01,RG-04,CC-026,Service Fees,International Organisation,RCP-761604,781000,643000,-138000,Cash,Reconciled,2025-03-04,3,Revenue Manager,No,February,8
REV-000486,FY2024/2025,2024-08-01,RG-07,CC-020,Certification Fees,Private Company,RCP-620072,248000,152000,-96000,Cheque,Reconciled,2024-08-07,6,Revenue Manager,Yes,August,2
REV-000487,FY2024/2025,2025-03-12,RG-01,CC-007,Service Fees,Private Company,RCP-718656,649000,441000,-208000,Cheque,Reconciled,2025-03-20,8,Revenue Manager,Yes,March,9
REV-000488,FY2024/2025,2025-03-19,RG-01,CC-004,Facility Hire,Private Company,RCP-298419,794000,654000,-140000,Cheque,Reconciled,2025-03-29,10,Revenue Manager,Yes,March,9
REV-000489,FY2024/2025,2024-10-12,RG-06,CC-019,Service Fees,International Organisation,RCP-468456,219000,207000,-12000,Online Portal,Reconciled,2024-10-14,2,Revenue Manager,No,October,4
REV-000490,FY2024/2025,2024-09-13,RG-02,CC-029,Licensing Fees,Individual,RCP-932067,228000,178000,-50000,Online Portal,Reconciled,2024-09-25,12,Revenue Manager,Yes,September,3
REV-000491,FY2024/2025,2024-07-17,RG-04,CC-026,Certification Fees,Individual,RCP-489948,365000,310000,-55000,Cash,Reconciled,2024-07-25,8,Revenue Manager,Yes,July,1
REV-000492,FY2024/2025,2024-12-25,RG-04,CC-025,Service Fees,NGO,RCP-991706,705000,648000,-57000,Bank Transfer,Reconciled,2024-12-25,0,Revenue Manager,No,December,6
REV-000493,FY2024/2025,2025-01-11,RG-02,CC-015,Consultancy Income,Government Agency,RCP-463240,734000,470000,-264000,Cheque,Reconciled,2025-01-11,0,Revenue Manager,No,January,7
REV-000494,FY2024/2025,2024-10-09,RG-07,CC-030,Licensing Fees,Private Company,RCP-368823,120000,118000,-2000,Cash,Reconciled,2024-10-10,1,Revenue Manager,No,October,4
REV-000495,FY2024/2025,2025-02-17,RG-01,CC-011,Licensing Fees,Government Agency,RCP-668314,199000,150000,-49000,MPESA,Reconciled,2025-02-18,1,Revenue Manager,No,February,8
REV-000496,FY2024/2025,2025-04-07,RG-01,CC-011,Inspection Fees,Private Company,RCP-163535,286000,215000,-71000,Bank Transfer,Reconciled,2025-04-16,9,Revenue Manager,Yes,April,10
REV-000497,FY2024/2025,2024-08-18,RG-04,CC-026,Inspection Fees,Private Company,RCP-188066,794000,597000,-197000,Cash,Reconciled,2024-08-29,11,Revenue Manager,Yes,August,2
REV-000498,FY2024/2025,2025-01-18,RG-05,CC-018,Publication Sales,Government Agency,RCP-132595,401000,306000,-95000,Cash,Reconciled,2025-01-31,13,Revenue Manager,Yes,January,7
REV-000499,FY2024/2025,2025-05-28,RG-01,CC-031,Licensing Fees,Government Agency,RCP-413498,336000,309000,-27000,Cheque,Reconciled,2025-06-09,12,Revenue Manager,Yes,May,11
REV-000500,FY2024/2025,2024-11-15,RG-01,CC-011,Facility Hire,Private Company,RCP-537051,230000,224000,-6000,MPESA,Reconciled,2024-11-16,1,Revenue Manager,No,November,5
REV-000501,FY2024/2025,2025-04-04,RG-01,CC-010,Consultancy Income,Government Agency,RCP-591360,600000,366000,-234000,Cash,Reconciled,2025-04-11,7,Revenue Manager,Yes,April,10
REV-000502,FY2024/2025,2024-10-15,RG-05,CC-018,Service Fees,Private Company,RCP-921778,618000,458000,-160000,Online Portal,Reconciled,2024-10-20,5,Revenue Manager,No,October,4
REV-000503,FY2024/2025,2024-10-22,RG-03,CC-016,Licensing Fees,Individual,RCP-163377,633000,532000,-101000,MPESA,Reconciled,2024-10-28,6,Revenue Manager,Yes,October,4
REV-000504,FY2024/2025,2024-07-02,RG-01,CC-005,Consultancy Income,NGO,RCP-991505,561000,584000,23000,Cash,Pending,2024-07-11,9,Revenue Manager,Yes,July,1
REV-000505,FY2024/2025,2024-12-07,RG-06,CC-019,Service Fees,Government Agency,RCP-965254,485000,405000,-80000,Bank Transfer,Reconciled,2024-12-21,14,Revenue Manager,Yes,December,6
REV-000506,FY2024/2025,2024-12-28,RG-01,CC-002,Publication Sales,Individual,RCP-669537,634000,608000,-26000,Cash,Reconciled,2024-12-29,1,Revenue Manager,No,December,6
REV-000507,FY2024/2025,2024-09-07,RG-01,CC-008,Inspection Fees,Individual,RCP-871848,186000,155000,-31000,MPESA,Reconciled,2024-09-17,10,Revenue Manager,Yes,September,3
REV-000508,FY2024/2025,2025-04-05,RG-02,CC-022,Licensing Fees,NGO,RCP-498954,186000,162000,-24000,MPESA,Reconciled,2025-04-11,6,Revenue Manager,Yes,April,10
REV-000509,FY2024/2025,2024-10-06,RG-03,CC-016,Inspection Fees,Individual,RCP-149814,394000,323000,-71000,MPESA,Reconciled,2024-10-08,2,Revenue Manager,No,October,4
REV-000510,FY2024/2025,2024-11-02,RG-07,CC-030,Service Fees,NGO,RCP-908044,563000,429000,-134000,Online Portal,Reconciled,2024-11-06,4,Revenue Manager,No,November,5
REV-000511,FY2024/2025,2025-03-08,RG-01,CC-014,Publication Sales,Private Company,RCP-600897,199000,206000,7000,Bank Transfer,Reconciled,2025-03-17,9,Revenue Manager,Yes,March,9
REV-000512,FY2024/2025,2024-08-29,RG-01,CC-004,Publication Sales,International Organisation,RCP-573755,335000,303000,-32000,Online Portal,Reconciled,2024-09-03,5,Revenue Manager,No,August,2
REV-000513,FY2024/2025,2025-01-08,RG-01,CC-005,Facility Hire,NGO,RCP-824610,449000,382000,-67000,Cash,Reconciled,2025-01-21,13,Revenue Manager,Yes,January,7
REV-000514,FY2024/2025,2025-03-06,RG-01,CC-012,Service Fees,NGO,RCP-481304,588000,474000,-114000,Bank Transfer,Reconciled,2025-03-11,5,Revenue Manager,No,March,9
REV-000515,FY2024/2025,2024-11-29,RG-04,CC-025,Inspection Fees,Private Company,RCP-754595,706000,596000,-110000,Online Portal,Reconciled,2024-12-13,14,Revenue Manager,Yes,November,5
REV-000516,FY2024/2025,2024-09-19,RG-01,CC-010,Consultancy Income,Individual,RCP-801085,251000,176000,-75000,Cheque,Reconciled,2024-10-02,13,Revenue Manager,Yes,September,3
REV-000517,FY2024/2025,2025-02-14,RG-05,CC-018,Facility Hire,Individual,RCP-991558,485000,464000,-21000,Cash,Reconciled,2025-02-14,0,Revenue Manager,No,February,8
REV-000518,FY2024/2025,2024-09-13,RG-01,CC-010,Certification Fees,Private Company,RCP-599228,308000,315000,7000,Bank Transfer,Pending,2024-09-26,13,Revenue Manager,Yes,September,3
REV-000519,FY2024/2025,2025-01-30,RG-01,CC-007,Training Fees,Government Agency,RCP-873570,798000,685000,-113000,Cash,Reconciled,2025-02-03,4,Revenue Manager,No,January,7
REV-000520,FY2024/2025,2024-11-22,RG-02,CC-028,Publication Sales,Government Agency,RCP-698038,640000,613000,-27000,MPESA,Reconciled,2024-11-29,7,Revenue Manager,Yes,November,5
REV-000521,FY2024/2025,2024-07-15,RG-03,CC-027,Service Fees,Private Company,RCP-767826,146000,118000,-28000,Cheque,Reconciled,2024-07-24,9,Revenue Manager,Yes,July,1
REV-000522,FY2024/2025,2024-12-17,RG-02,CC-028,Training Fees,Government Agency,RCP-191116,421000,379000,-42000,Online Portal,Pending,2024-12-30,13,Revenue Manager,Yes,December,6
REV-000523,FY2024/2025,2024-10-15,RG-01,CC-012,Licensing Fees,Government Agency,RCP-234649,478000,334000,-144000,Online Portal,Reconciled,2024-10-25,10,Revenue Manager,Yes,October,4
REV-000524,FY2024/2025,2025-04-02,RG-01,CC-009,Training Fees,International Organisation,RCP-665887,272000,194000,-78000,Online Portal,Reconciled,2025-04-07,5,Revenue Manager,No,April,10
REV-000525,FY2024/2025,2024-07-03,RG-02,CC-015,Inspection Fees,Private Company,RCP-176905,772000,614000,-158000,Bank Transfer,Reconciled,2024-07-06,3,Revenue Manager,No,July,1
REV-000526,FY2024/2025,2024-08-04,RG-01,CC-004,Certification Fees,Private Company,RCP-857958,170000,194000,24000,Cash,Reconciled,2024-08-16,12,Revenue Manager,Yes,August,2
REV-000527,FY2024/2025,2025-03-25,RG-05,CC-024,Consultancy Income,Private Company,RCP-989322,519000,288000,-231000,MPESA,Reconciled,2025-03-26,1,Revenue Manager,No,March,9
REV-000528,FY2024/2025,2024-09-20,RG-02,CC-028,Licensing Fees,Individual,RCP-115612,495000,320000,-175000,Bank Transfer,Reconciled,2024-09-24,4,Revenue Manager,No,September,3
REV-000529,FY2024/2025,2025-05-16,RG-08,CC-021,Inspection Fees,International Organisation,RCP-851404,457000,498000,41000,Bank Transfer,Reconciled,2025-05-27,11,Revenue Manager,Yes,May,11
REV-000530,FY2024/2025,2025-01-07,RG-01,CC-014,Publication Sales,Private Company,RCP-820787,133000,118000,-15000,Cash,Pending,2025-01-07,0,Revenue Manager,No,January,7
REV-000531,FY2024/2025,2024-07-22,RG-01,CC-008,Licensing Fees,NGO,RCP-535466,209000,141000,-68000,Bank Transfer,Unreconciled,2024-07-24,2,Revenue Manager,No,July,1
REV-000532,FY2024/2025,2025-01-06,RG-03,CC-027,Inspection Fees,NGO,RCP-895487,763000,735000,-28000,Cash,Reconciled,2025-01-07,1,Revenue Manager,No,January,7
REV-000533,FY2024/2025,2025-06-17,RG-01,CC-023,Inspection Fees,NGO,RCP-617819,479000,430000,-49000,Online Portal,Reconciled,2025-06-17,0,Revenue Manager,No,June,12
REV-000534,FY2024/2025,2025-05-12,RG-02,CC-028,Consultancy Income,NGO,RCP-512717,661000,633000,-28000,Cheque,Reconciled,2025-05-14,2,Revenue Manager,No,May,11
REV-000535,FY2024/2025,2025-06-24,RG-02,CC-015,Consultancy Income,Individual,RCP-163036,108000,74000,-34000,MPESA,Unreconciled,2025-07-04,10,Revenue Manager,Yes,June,12
REV-000536,FY2024/2025,2025-01-20,RG-01,CC-011,Licensing Fees,NGO,RCP-159775,355000,309000,-46000,Bank Transfer,Reconciled,2025-01-28,8,Revenue Manager,Yes,January,7
